text,airline_sentiment_new_score
intente,1
ambas,0
cosas,0
exito,0
contactar,0
ustedes,0
segun,0
autorespuesta,0
breve,1
po,0
necesitaria,1
saber,1
condiciones,-1
equipaje,0
realizar,1
upgrade,0
d,0
turista,0
business,0
gracias,1
ultima,-1
vez,0
podrian,1
confirmar,1
si,1
enero,0
enero,0
huelga,-1
ryanair,0
recibo,0
informaciones,0
confus,0
juro,1
intentando,1
ser,1
fuerte,1
comprar,-1
black,0
friday,0
vuelos,0
coger,-1
cosa,0
si,1
pudieran,0
informar,1
hacer,0
gastos,-1
supuesto,0
demora,-1
agra,0
rey,0
tormentas,0
aterrizaje,1
emergencia,0
asi,0
primer,1
vuelo,0
iberia,0
hace,0
anos,1
via,0
sigo,0
esperando,-1
solucion,1
volver,1
espana,0
hace,0
dias,0
teneis,0
clientes,0
desinformado,-1
leche,0
llevo,1
tres,0
horas,0
esperando,-1
intenten,1
resolver,1
si,1
iberia,0
bastion,0
ms,0
sorprendente,1
adjuntando,0
tickets,0
ropa,0
habeis,1
sido,0
capaces,1
pagarnos,0
before,1
flying,0
baiberia,0
rtshare,0
favor,1
pasajeros,0
manana,0
estariamos,0
yendo,1
milan,0
si,1
incompetencia,-1
ryanair,0
traen,0
ayudar,1
reyes,0
magos,0
trasladar,0
regalos,1
gracias,1
iberia,0
haber,1
estropeado,0
navidad,0
rio,0
janeiro,0
centro,1
equipaje,0
extraviado,-1
viernes,0
vuelo,0
casa,0
navidad,0
sensacion,0
ryanair,0
va,0
joder,-1
vivo,1
ryanair,0
enfrenta,1
navidad,0
primera,1
huelga,-1
pilotos,0
si,1
supuesto,0
puedes,1
hacerlo,0
web,0
cualquier,0
punto,0
venta,1
saludo,1
felices,1
fiestas,1
pues,0
alegro,1
leer,0
llegasteisdescansar,0
proxima,1
vez,0
poneis,1
reclamacion,-1
perfecto,1
estare,0
atentacomo,0
saber,1
si,1
realmente,1
participando,1
jajajaja,1
aunque,-1
nunca,-1
gano,1
inaugura,1
nuevo,1
espacio,0
premium,1
aeropuerto,0
madrid,0
ubicada,0
edificio,0
satelite,0
mano,0
monacor,0
iberia,0
presentes,0
partir,1
manana,0
dia,0
proximo,1
bitam,0
claramente,1
parece,0
importa,1
eh,0
panama,0
mucha,1
ropa,0
viajas,0
ryanair,0
mucha,1
ropa,0
viajas,0
ryanair,0
tarde,-1
atr,0
procedente,1
entrando,0
pista,0
marketing,0
mkt,0
insistente,-1
cervantes,0
protagonista,1
nuevo,1
spot,0
sorteo,1
nino,0
aquellos,0
pueden,1
buscar,-1
comprar,-1
billetes,1
traves,0
pagina,0
tampoco,-1
acceder,1
cuenta,0
iberi,0
genial,1
saludos,1
sede,0
aqui,0
peligro,-1
esperando,-1
arreglado,1
averia,-1
vamos,1
mismo,1
avion,0
yupi,0
contratas,0
seguro,0
cancelacion,-1
vuelo,0
seguro,0
cuesta,0
mas,1
reem,0
compania,0
esconde,-1
libro,0
reclamaciones,-1
puedas,1
quejarte,-1
finalmente,1
dije,0
cuesta,0
casi,0
mismo,1
billete,1
avion,0
sencillo,0
metro,0
viva,1
ryanair,0
si,1
faltan,-1
menos,-1
horas,0
escribi,0
privado,1
gracias,1
resulta,1
gratificante,1
empresa,0
preocupa,-1
clientes,0
comprar,-1
vuelo,0
volar,0
reserva,1
confirmada,1
llegar,1
aeropuerto,0
vuelo,0
exista,0
solucion,1
podrian,1
favor,1
responderme,1
dm,0
envie,1
necesito,-1
solucionarlo,1
huelga,-1
pilotos,0
ryanair,0
pocas,-1
repercusiones,-1
alemania,0
viajo,0
iberia,0
podia,1
haberme,1
tocado,0
vuelo,0
pena,-1
si,1
haces,0
diez,0
videos,0
mas,1
igual,1
puedes,1
pagar,1
ryanair,0
viejo,0
migue,0
viajo,0
lufthansa,0
tambien,1
britishairways,0
aer,0
mira,0
pongo,1
reclamacion,-1
equipaje,0
aseguran,1
dia,0
siguiente,0
tendre,0
maletas,0
volado,0
manana,0
avion,0
iberia,0
tenia,0
filas,0
asientos,0
tan,0
juntas,1
caido,-1
vuelo,0
ib,0
madrid,0
barajas,0
buenos,1
aires,0
ezeiza,0
vuelo,0
asiento,0
dejan,-1
tierra,0
llevo,1
hora,0
esperando,-1
atiendan,1
manana,0
trabajo,0
trabajan,0
puestos,0
empresa,0
vuelan,0
madrid,0
coruna,0
dirigimos,0
iniciar,1
reclamacion,-1
indemnizacion,1
retraso,-1
vuelo,0
algun,-1
numero,0
u,0
oficina,0
cdmx,0
trabajadora,0
nuria,0
valle,0
aeropuerto,0
madrid,0
t,0
impresentable,-1
prepotente,-1
maleducada,-1
luego,-1
toca,0
pasillo,0
lado,0
bano,0
si,1
confederacion,0
republicas,0
siga,0
igual,1
sara,0
pablos,0
directora,1
general,0
diageo,0
iberia,0
hype,1
ir,0
copenhague,0
ryanair,0
ofertazas,1
vuelven,0
loca,0
pobre,-1
nueva,1
ruta,0
ryanair,0
vuelo,0
ib,0
retraso,-1
anuncio,1
puerta,0
conexion,1
vuelo,0
ib,0
finger,0
so,0
tan,0
mal,-1
iberia,0
estan,0
bien,1
british,0
airways,0
esperas,-1
salga,0
benny,0
hill,0
vamos,1
aterrizar,1
espana,0
escandinavia,0
are,0
we,0
about,0
to,0
land,0
in,0
spain,0
or,0
scandinavia,0
snow,0
instagram,0
flightdeal,0
monterrey,0
mty,0
rome,0
fco,0
cop,0
rt,0
w,0
iberia,0
cuestiones,0
operativas,1
cliente,0
deberian,0
afectarme,-1
si,1
decis,0
pokemon,0
va,0
l,0
bueno,1
circunstancia,0
ocurrido,0
iberia,0
ocasion,0
reclamo,-1
puesto,0
octubrecuanto,0
tiempo,0
mas,1
debo,0
esperar,-1
probado,1
dos,0
ordenadores,0
distintos,-1
chrome,0
internet,0
explorer,0
borrado,-1
cache,0
p,0
interesa,1
iberia,0
realiza,1
convocatoria,1
seleccionar,0
tripulantes,0
cabina,0
pasajeros,0
correcto,1
vuelo,0
iberia,0
web,0
iberia,0
aena,0
dice,0
sala,0
sevilla,0
p,0
precios,0
desorbitadamente,-1
caros,-1
retrasos,-1
estan,0
siendo,0
marca,1
casa,0
momento,0
mientras,0
narnia,0
excesivamente,-1
normal,0
aerolineas,0
cierran,0
rutas,0
marketing,0
publicidad,0
mrketingdigital,0
redactor,0
eshow,0
madrid,0
javier,0
hernandez,0
iberia,0
express,1
ryanair,0
ofrece,1
medianoche,0
hoy,0
billetes,1
euros,0
volar,0
enero,0
alicante,0
felicidades,1
anos,1
tan,0
bien,1
llevados,0
mas,1
vi,0
subir,0
iberia,0
primera,1
b,0
despues,1
anos,1
vi,0
bajar,-1
q,0
suerte,1
viaje,0
cuidado,0
q,0
pesados,-1
ryanair,0
q,0
venden,0
cosas,0
tombola,0
retrasa,-1
vuelo,0
ibe,0
hacia,0
lhr,0
dar,0
ninguna,-1
explicacion,0
prefiero,1
volar,0
ryanair,0
montar,0
coche,0
expande,1
vuelos,0
iberia,0
puerto,0
rico,1
quiero,1
poder,1
volar,0
londres,0
to,0
holacolombia,0
ilusion,1
don,0
juan,0
encontrado,1
billete,1
trayecto,0
mencionas,0
precio,0
dinamico,0
ryanair,0
operara,1
marzo,0
nueva,1
ruta,0
sevilla,0
copenhague,0
posible,1
vuelo,0
redondo,0
saliendo,0
manana,0
cdmx,0
madrid,0
cueste,0
menos,-1
ascenso,1
premium,1
buenos,1
dias,0
quisiera,1
saber,1
cuanto,0
cuesta,0
llevar,1
maleta,0
extra,1
partiendo,-1
milan,0
destinacion,0
cochabamba,0
intenta,1
costos,0
rededor,0
mil,1
pesos,0
saliendo,0
llegando,1
barajas,0
espana,0
casualidad,1
necesitas,1
asesoramiento,1
contacta,0
mucha,1
ropa,0
viajas,0
ryanair,0
ryanair,0
compensa,0
retard,0
set,0
hores,0
amb,0
dos,0
refrescos,0
via,0
low,1
cost,0
ryanair,0
vueling,0
estan,0
cabeza,0
retrasos,-1
aeropuertos,0
barcelona,0
madrid,0
concentran,0
casi,0
verano,0
opera,1
ryanair,0
septiembre,0
sale,1
baratisimo,1
puedes,1
hacer,0
vil,0
propositos,0
iberia,0
mejores,1
si,1
ver,0
superman,0
primera,1
x,0
experiencia,0
segunda,0
cambie,0
aerol,0
ahora,1
disfrutar,1
buen,1
viaje,0
vayas,0
descanses,1
excelente,1
operador,1
italiano,0
acaba,-1
colgar,-1
veces,0
telefono,0
cara,0
mayor,0
explicacion,0
consigue,1
suenos,0
ryanair,0
explorando,0
motel,0
iberia,0
cerca,0
villa,0
mar,0
senores,0
increible,1
luego,-1
dias,0
haber,1
volado,0
uds,0
aun,0
aparezca,0
maleta,0
tabla,0
descenso,1
calera,1
dos,0
valdivia,1
iberia,0
ahi,0
puede,1
esperanza,1
enhorabuena,0
cuantas,0
veces,0
mas,1
pensado,0
recibir,0
pasajero,0
millones,0
lado,0
verguenza,-1
da,0
tambien,1
precio,0
menudo,1
atraco,-1
pidieron,0
ir,0
volver,1
ryanair,0
veces,0
van,1
mejorando,1
aeropuertos,0
mas,1
grandes,1
pasa,-1
cuestion,0
tener,0
pers,0
va,0
sorprende,1
gratamente,1
meterse,0
gibraltar,0
coja,0
siempre,0
aviones,0
vale,0
mientras,0
sigo,0
durmiendo,0
cinta,0
pregunto,0
reubicacion,0
bien,1
reembolso,-1
na,0
regalandole,0
moviles,0
youtubers,0
personas,0
necesitan,-1
jaaj,1
veo,0
nueva,1
propaganda,0
iberia,0
acuerdo,1
volar,0
madrid,0
buenos,1
aires,0
avion,0
tenia,0
p,0
horas,0
retraso,-1
momento,0
metidos,0
avion,0
bravo,1
holaiberia,0
excelente,1
experiencia,0
viaje,0
sugerencia,1
apresurar,-1
proceso,0
check,1
in,0
maletas,0
ae,0
ayer,-1
problemas,-1
ustedes,0
demoras,-1
mas,1
horas,0
necesito,-1
saber,1
hago,0
descargo,1
indemnizacion,1
gracias,1
bonito,1
menos,-1
volar,0
ustedes,0
sabia,1
iba,-1
quedar,1
duda,-1
sip,0
gustos,1
colores,0
verdad,1
tb,0
uso,0
airbnb,0
casos,-1
especificos,0
palletways,0
iberia,0
supera,1
pales,0
diarios,0
palletways,0
iberia,0
compania,0
distribucion,0
expres,0
mercancia,0
representacion,0
datos,0
hace,0
idea,0
quieren,1
estafarte,-1
ryanair,0
blackfriday,0
podeis,1
decir,0
habeis,1
hecho,1
maleta,0
si,1
di,0
cupones,0
upgrade,0
business,0
tarjeta,0
visa,0
signature,0
puedo,1
utilizar,0
vuelo,0
ib,0
rt,0
elobdeltrabajo,0
rrhh,0
capitalhumano,1
lunes,0
h,0
youtube,0
rplm,0
vamos,1
dialogar,0
carlos,0
par,0
tt,0
palletways,0
iberia,0
amplia,1
cobertura,0
dos,0
nuevos,1
servicios,0
premium,1
compania,0
palletways,0
iberia,0
verguenza,-1
pesima,-1
atencion,1
atienden,0
nunca,-1
atienden,0
boludean,0
desastre,-1
podrian,1
explicarme,1
cancelando,-1
vuelo,0
intentado,1
minimizar,0
retraso,-1
poniendome,0
siguient,0
denuncio,-1
vuelo,0
viajaba,0
sevilla,0
almeria,0
dia,0
enero,0
si,1
ocasion,0
viajando,0
iberia,0
buenos,1
airesmadrid,0
ano,1
incend,0
chico,0
digamos,1
etnico,0
pasa,-1
vivimos,1
aqui,0
hablamos,1
castellano,0
viajamos,0
frecuentemente,0
tan,0
malo,-1
ryanair,0
europa,0
pesimo,-1
servicio,0
anulan,-1
vuelo,0
gvamad,0
dos,0
veces,0
meses,0
perjuicio,-1
personal,0
laboral,0
llegada,1
des,0
algun,-1
momento,0
si,1
iberia,0
peor,-1
siempre,0
banque,0
iberia,0
tantos,1
sone,0
dia,0
seria,-1
piloto,0
dos,0
decadas,0
despues,1
camino,-1
diferente,0
alegro,1
ayer,-1
hice,1
tramo,0
iberia,0
rodear,0
parc,0
nou,0
damm,0
hace,0
bas,0
hola,0
responde,1
duda,-1
puedo,1
cancelar,-1
vuelo,0
debido,0
huelga,-1
hecho,1
reserva,1
nombre,0
puedo,1
acceder,1
confirmar,1
pagar,1
reserva,1
podeis,1
ayudar,1
favor,1
gracias,1
duda,-1
q,0
ley,1
aplica,1
igual,1
mar,0
empezamos,0
mal,-1
hoy,0
dic,0
quiero,1
dedicar,0
twitt,0
carino,1
admiracion,1
aniversarioiberia,0
vu,0
repico,0
ganar,1
alla,0
serena,1
esperar,-1
pasa,-1
iberia,0
juega,1
san,0
marc,0
iberia,0
comedy,0
derechos,0
pasajeros,0
aereos,0
iberia,0
tambien,1
sorprende,1
penoso,-1
servicio,0
postventa,0
minimo,1
embolato,0
envios,0
relojes,0
meses,0
vuelo,0
new,0
york,0
ida,0
vuelta,0
pagado,1
persona,0
subasta,0
merece,1
pe,0
bien,1
ida,0
regreso,-1
llegamos,1
puntuales,1
quiero,1
porfa,0
mal,-1
portaste,0
informacion,1
ducedido,0
viaje,0
iberia,0
madr,0
preguntando,0
expertos,0
puntualidad,1
relativo,0
randstad,0
iberia,0
factura,0
millones,0
euros,0
tercer,0
trimestre,0
mas,1
mas,1
ryanair,0
procedente,1
tfs,0
esperar,-1
horario,0
apertura,0
vitairport,0
ll,0
buenos,1
dias,0
gustaria,1
saber,1
hacer,0
reclamar,-1
indemnizacion,1
cancelacion,-1
vuelo,0
p,0
pregunta,0
llevo,1
dos,0
maletas,0
bodega,0
pesa,-1
cuanto,0
pagar,1
mas,1
mil,1
gracias,1
respuestas,0
ayer,-1
personal,0
iberia,0
barcelona,0
hoy,0
pilotos,0
ryanair,0
empieza,1
temporada,0
huelgas,-1
navidad,0
nicaragua,0
quiere,1
aprovechar,-1
iberia,0
promover,0
turismo,0
europa,0
via,0
entiendo,1
cambian,-1
billete,1
avion,0
horas,0
salida,0
web,0
pone,1
segundo,0
lugar,0
equipaje,0
sido,0
abordado,0
origen,0
pasado,-1
horas,0
sigo,0
respuesta,0
puedo,1
hacer,0
reserva,1
asientos,0
anticipada,0
segun,0
web,0
iberia,0
voy,1
volar,0
vuelo,0
i,0
iberia,0
da,0
bienvenida,1
reyes,0
magos,0
roscones,0
cargados,0
avios,0
da,0
problemas,-1
introducir,0
codigo,0
hagais,0
copia,-1
pega,-1
respuesta,0
predefinida,0
leed,0
foto,0
adjunte,1
organismo,0
externo,0
holacolombia,0
muchas,1
ganas,1
conocerte,1
vuelo,0
iberia,0
noviembre,0
repitan,0
muchachos,1
vuelos,0
directos,1
tenia,0
solamente,0
pedo,-1
alguna,-1
razon,1
dice,0
puigdemont,0
sabe,1
vuelve,0
mirar,0
precios,0
vuelos,0
ryanair,0
beneficios,1
viajar,0
viajar,0
mallorca,0
islasbaleares,0
palmademallorca,0
palma,0
ryanair,0
comentarios,0
hola,0
july,0
q,0
paso,0
iberia,0
aparentemente,1
vuelo,0
gua,0
sal,-1
desviado,-1
directamente,1
mad,0
si,1
problema,-1
overbooking,-1
vue,0
ahora,1
solucion,1
dais,0
verguenza,-1
pasa,-1
volar,0
ryanair,0
mundo,0
color,0
blanco,0
anuncio,1
tv,0
disfrutemos,1
pansexualismo,0
escucha,0
cuantos,0
puntos,0
tarjeta,0
iberia,0
igual,1
sirven,0
gt,0
amor,1
pasion,1
club,0
toca,0
poner,1
toda,0
carne,0
parrilla,0
pr,0
habla,0
alguien,0
bandera,0
siquiera,0
iberia,0
cobran,-1
reservas,1
traves,0
gds,0
hace,0
dias,0
viajaba,0
madrid,0
mexico,0
vi,0
ofrecian,1
serie,0
comico,0
hoy,0
depredador,-1
meter,1
mas,1
gente,0
aviones,0
bien,1
cosa,0
aprovechar,-1
espacio,0
hacin,0
llevamos,1
casi,0
dos,0
horas,0
avion,0
londresmadrid,0
vais,0
record,1
vez,0
perdido,-1
tren,0
qu,0
iberia,0
gracias,1
maria,0
jose,0
ramirez,0
sobrecargo,0
vuelo,0
ib,0
gestion,0
recuperacion,0
objeto,0
per,0
contonea,0
avion,0
iberia,0
denomino,0
tragaderas,0
si,1
valor,1
percibio,0
suficiente,1
usuario,0
dispuest,0
hola,0
enviado,1
mensajes,0
interno,0
correo,0
veo,0
avances,1
caso,-1
primer,1
mes,0
p,0
veo,0
comercial,1
iberia,0
hola,0
europa,0
hola,0
colombia,0
encanta,1
conozco,1
insuperable,-1
ever,0
recien,1
aterrizados,0
miami,0
vuelo,0
genial,1
hoy,0
rezare,0
fuerte,1
regale,1
note,0
lcgmad,0
manana,0
hace,0
dias,0
esperando,-1
respuesta,0
reclamacion,-1
recuerdo,1
tuit,0
q,0
olvide,-1
volvais,0
ver,0
verguenza,-1
low,1
cost,0
ryanair,0
vueling,0
cabeza,0
retrasos,-1
aeropuertos,0
business,0
tres,0
viajes,0
seguidos,0
fisioterapeuta,0
vergonzosa,-1
falta,-1
espacio,0
pasajeros,0
cada,0
vez,0
quejaba,-1
aerolineas,0
mexicanas,0
conoci,0
ryanair,0
pasado,-1
meses,0
aun,0
da,0
respuesta,0
destrozar,-1
maleta,0
mas,1
preocupante,-1
proxi,0
responden,1
vuelo,0
madridasturias,0
iberia,0
avion,0
llamado,0
cangas,0
onis,0
buenvuelo,1
guteflug,0
vuelva,0
nooo,-1
regalo,1
pertenece,0
poquito,-1
fans,0
derubi,0
mercado,0
cautivo,0
aerolineas,0
navieras,0
hacen,0
quieren,1
xq,0
saben,1
altern,0
santa,1
madre,1
iberia,0
vos,0
ve,0
ryanair,0
suma,0
puja,-1
austriaca,0
niki,0
via,0
desastroso,-1
viajes,0
londres,0
pocos,-1
misma,1
historia,0
harto,-1
ir,0
encajonado,0
solucionado,1
problema,-1
facturacion,0
via,0
web,0
gracias,1
persona,0
atendido,1
mostrado,0
buenas,1
tardes,0
podeis,1
confirmar,1
pasa,-1
ib,0
cuanto,0
retraso,-1
lleva,1
realmente,1
mismo,1
gracias,1
tomeis,0
pelo,0
cobrarme,-1
llamadas,0
serviberia,0
euro,0
q,0
colgar,-1
op,0
cat,0
tres,0
partidazos,0
manana,0
v,0
b,0
hora,0
mas,1
tarde,-1
llegado,1
informacion,1
pueden,1
mandar,-1
sancampuzano,0
proxima,1
semana,0
viajo,0
famosa,1
ryanair,0
prueba,0
fuego,0
jajaja,1
informais,1
aeropuerto,0
sabe,1
pasa,-1
ib,0
puse,1
ver,0
pasajes,0
madrid,0
cotizo,-1
avios,0
sale,1
precio,0
si,1
cotizo,-1
pasaje,0
ocupo,-1
avios,0
primero,1
cuento,0
marco,0
destino,1
ano,1
jfkmad,0
b,0
iberia,0
matricu,0
hice,1
broma,-1
respecto,1
sabia,1
destrato,0
sufrido,0
pueden,1
ayudar,1
asientos,0
vuelo,0
manana,0
mad,0
mia,1
salida,0
diurno,0
iberia,0
cargo,-1
dejando,-1
atras,0
salamanca,0
tren,0
train,0
va,0
dar,0
ideas,0
desesperados,0
desabordar,-1
llegar,1
florida,0
texas,0
uffff,1
calma,1
parece,0
iberia,0
anda,-1
problemas,-1
oi,0
persona,0
problema,-1
similar,0
maravilloso,0
seria,-1
gracias,1
ustedes,0
vuelo,0
normal,0
lleno,1
youtubers,0
influencers,0
periodistas,0
sector,0
cuentenos,0
mas,1
xd,-1
ningun,-1
vuelo,0
cargado,0
vueling,0
ningun,-1
destino,1
saludos,1
suerte,1
siempre,0
iberia,0
desciende,1
segunda,0
division,-1
ryanair,0
flybe,0
obvio,0
precios,0
solo,-1
rutas,0
dias,0
igual,1
siempre,0
sale,1
puerta,0
embarque,0
h,0
hora,0
suponia,0
salia,0
vuelo,0
escritura,0
mas,1
antigua,0
iberia,0
estela,0
montoro,0
invertir,1
mas,1
dinero,1
momento,0
vacacionesno,0
disponerlo,0
tenid,0
increible,1
dias,0
sepa,0
nadie,0
estan,0
maletas,0
contesten,0
aeropuerto,0
gran,1
hola,0
mirando,0
vuelos,0
ory,0
ptp,0
agosto,0
salgo,0
mad,0
web,0
apar,0
tratado,0
tan,0
bien,1
recien,1
nacido,0
si,1
comparo,0
situacion,0
animo,0
fran,0
ultima,-1
hora,0
vuelos,0
ryanair,0
solo,-1
trayecto,0
turismo,0
oferta,1
aunque,-1
respuesta,0
puede,1
ser,1
correcta,1
op,0
ola,0
rabia,-1
recorre,0
europa,0
imperator,-1
iberia,0
banda,0
arrasa,1
viejomuyviejo,0
decrepito,0
mundo,0
defecand,0
empresa,0
jamas,-1
considero,0
obligado,-1
permanecer,0
florida,0
mientras,0
millones,0
personas,0
puesta,0
reclamacion,-1
numero,0
actividad,0
vdle,0
espero,-1
pronta,1
respuesta,0
ryanair,0
tendria,0
problemas,-1
exposicion,0
iberia,0
aviacion,0
cierra,0
mas,1
visitantes,0
ryanair,0
obligara,-1
andaluces,0
facturar,0
duende,0
grande,1
ib,0
tenia,0
programado,0
viaje,0
belgica,0
dic,0
parece,0
trabajo,0
va,0
fastidiar,-1
sabeis,1
si,1
depende,0
compania,0
ryanair,0
cia,0
corriendo,0
mas,1
bien,1
facturen,0
equipaj,0
siempre,0
sentado,0
salida,0
emergencia,0
preguntado,0
ryanair,0
ofrecera,1
quince,0
nuevas,1
rutas,0
sevilla,0
via,0
ostras,0
seguis,0
alli,1
junto,1
inauguramos,1
seccion,0
tipsviajeros,0
contamos,0
varios,0
datos,0
curiosos,0
grandes,1
alguien,0
quiere,1
noche,0
vieja,0
memorable,0
verdad,1
iberia,0
refuerza,0
apuesta,-1
puerto,0
rico,1
destino,1
turistico,0
puedo,1
denunciar,-1
ryanair,0
sincero,1
agrad,0
saben,1
enoja,-1
consumidores,0
ustedes,0
dicen,0
quieren,1
comunicarl,0
iberia,0
express,1
equivoca,-1
colocar,0
apellidos,0
billete,1
dicen,0
pagar,1
gastos,-1
adm,0
serio,-1
recogida,0
equipajes,0
barajas,0
insoportable,-1
aterriza,0
avion,0
maleta,0
exp,0
iberia,0
mejor,1
excelentes,1
conexiones,1
llegar,1
mejores,1
puntos,0
europa,0
t,0
barajas,0
buen,1
roban,-1
valijas,0
hacen,0
cargo,-1
hacen,0
hacer,0
denuncia,-1
policial,0
reconocen,1
usen,0
arruina,-1
viaje,0
cobra,-1
call,0
center,0
haga,0
gestion,0
deja,-1
hacerla,0
web,0
gran,1
experienciaiberia,0
iberia,0
tope,0
id,0
estan,0
batiendo,0
record,1
mundo,0
asientos,0
pequenos,0
avion,0
mas,1
amplios,1
easyjet,0
ryanair,0
dondeestalamaleta,0
dias,0
contando,0
pocos,-1
paises,0
aerolinea,0
bandera,0
mantenida,-1
plata,0
contribuyen,1
acabo,-1
bajar,-1
vuelo,0
ryanair,0
tranquilos,1
sobrevivido,0
ver,0
si,1
misma,1
suerte,1
vuelta,0
verguenza,-1
luego,-1
quejan,-1
condiciones,-1
laborables,0
idem,0
aqui,0
ryanair,0
cojo,0
berlin,0
alicante,0
directo,1
pese,0
gusta,1
bueno,1
va,0
hace,0
anos,1
esfumo,-1
girona,0
ryanair,0
mantenia,-1
casi,0
toda,0
actividad,0
aeropuerto,0
asi,0
q,0
invito,1
toque,0
huracan,0
irma,0
iberia,0
quiera,1
cobrar,-1
penalidad,-1
aqui,0
va,0
dando,0
lecciones,0
izquierdismo,0
queda,1
tan,0
agusto,1
apoyo,1
trabajadores,0
iberia,0
nariz,0
redonda,0
tren,0
delantero,1
largo,1
aletines,0
aparente,0
tamano,0
apuesto,1
airbus,0
llevo,1
dias,0
esperando,-1
respuesta,0
cuestion,0
obligan,-1
plantear,0
mail,0
nadie,0
contestad,0
despues,1
toda,0
manana,0
llamando,0
ryanair,0
cada,0
dice,0
cosa,0
diferente,0
seguimos,0
londres,0
oh,0
wow,1
buena,1
compania,0
iberia,0
bien,1
organizado,0
verdad,1
pueden,1
ustedes,0
ayudarnos,0
real,1
fake,0
cierto,0
cierto,0
familia,0
ilusionada,1
renovada,0
cada,0
miembros,0
quiere,1
hacerla,0
au,0
pregunta,0
iberia,0
uds,0
prefieren,1
cataluna,0
espana,0
independiente,1
iberia,0
anadira,0
mas,1
vuelos,0
buenos,1
aires,0
iberia,0
anadira,0
tres,0
vuelos,0
semana,0
buenos,1
aires,0
madrid,0
poquito,-1
autobombo,0
vueling,0
ryanair,0
cabeza,0
mas,1
vuelos,0
retrasados,-1
primeros,1
nue,0
igualmente,1
acuerdas,1
ano,1
pasado,-1
enero,0
ryanair,0
puso,1
pasajes,0
pavos,0
ano,1
ocasiones,0
tripulacion,0
tierra,0
dicho,0
existe,0
embarque,0
preferente,1
creo,-1
deberiais,0
habran,1
juntado,0
dos,0
vuelos,0
x,0
motivos,1
operaciones,1
bastante,1
comun,1
indemnizado,1
mas,1
partir,1
vuelo,0
posible,1
vuelo,0
cia,0
aparezca,0
web,0
iberia,0
holaargentina,0
viaje,0
usyedes,0
experiencia,0
buenisima,1
espero,-1
repetirla,0
tambien,1
pesima,-1
experiencia,0
nunca,-1
mas,1
viajo,0
linea,0
aerea,0
buenviernes,1
interesa,1
venden,0
mas,1
sorteo,1
mundial,0
rusia,0
parecido,0
interior,0
van,1
usar,0
ruta,0
eze,0
mejor,1
viaje,0
buenos,1
aires,0
madrid,0
toparme,0
sugerencias,0
discograficas,0
iberia,0
gran,1
jiji,1
cuanto,0
pueda,1
lei,0
mas,1
facil,1
combinar,0
intercontinental,0
iberia,0
llevo,1
semana,0
intentando,1
sacar,0
vuelo,0
sucede,0
mismo,1
veo,0
comentarios,0
habitual,1
iberia,0
deberia,0
demandarlos,-1
tras,0
destruyen,-1
trofeo,1
desgraciados,-1
referencia,0
iberia,0
apuesta,-1
mercado,0
argentino,0
ryanair,0
reclutara,0
tripulantes,0
sevilla,0
via,0
vivimos,1
anos,1
nadie,0
mas,1
listo,1
nadie,0
merezco,0
espero,-1
buenos,1
dias,0
presenta,0
falla,-1
calle,0
urb,0
alto,-1
barinas,0
sur,0
calle,0
iberia,0
barinas,0
edo,0
barinas,0
aerolinea,0
iberia,0
devolvio,-1
bicicleta,0
superman,0
lopez,0
via,0
anuncian,1
expansion,0
iberia,0
puerto,0
rico,1
buffff,0
cuento,0
veces,0
perdido,-1
siempre,0
aparecen,1
tarde,-1
aparecen,1
video,0
ryanair,0
expulsa,0
pasajera,0
guardia,1
civil,0
llevar,1
bolsita,0
mas,1
compania,0
iberia,0
retirado,0
productos,0
catalanes,0
cartas,0
mariano,0
hacen,0
caso,-1
cinism,0
mira,0
compre,-1
pasaje,0
madrid,0
marzo,0
iberia,0
salia,0
aerolineas,0
cuatro,0
lucas,0
mail,0
puedo,1
escribir,0
realizar,1
consulta,-1
vuelo,0
gracias,1
lamentable,-1
viaje,0
santiagomilan,0
tarde,-1
hora,0
siguen,0
abrir,1
puerta,0
emba,0
taxistas,0
ganan,1
batalla,-1
trayectos,0
barajasmadrid,0
publicitados,0
vuelos,0
ryanair,0
dejara,-1
volar,0
guineaecuatorial,0
partir,1
enero,0
colmo,-1
responde,1
maletas,0
amiga,1
pronuncia,0
vuelo,0
aproximandose,0
seveballesteros,0
bonito,1
atardecer,0
santander,0
vuelo,0
cogido,-1
gracias,1
muchas,1
gracias,1
puede,1
pagar,1
plazos,0
cmuoc,0
presidentes,0
municipales,0
asesinados,-1
mexico,0
gobierno,0
noticias,0
karla,0
encantaria,1
devuelvan,1
costo,-1
servicio,0
cumplieron,1
reclame,-1
hace,0
mas,1
mes,0
gracias,1
cagarte,-1
muerto,-1
minimo,1
estupendo,1
junto,1
convocatoria,1
huelga,-1
iberia,0
renfe,0
holaeuropa,0
paris,0
acabo,-1
mandar,-1
datos,0
gracias,1
iberia,0
express,1
celebra,1
quinto,0
aniversario,1
oferta,1
unica,1
plazas,0
habra,1
investigar,0
despacho,0
abogados,1
familia,0
sra,0
nuri,0
primera,1
vez,0
viaje,0
madrid,0
praga,0
hijo,0
navidades,0
atencion,1
excelente,1
fila,0
llevo,1
intentos,1
sacar,0
billete,1
febrero,0
pagina,0
da,0
error,-1
continuamente,1
intento,1
pagar,1
camb,0
cosasdeaeropuertos,0
viajar,0
vuelo,0
